,unixdatetime,value
2413,1463529574,0.079
2414,1463529575,0.092
2415,1463529576,0.121
2416,1463529577,0.125
2417,1463529578,0.139
2418,1463529579,0.148
2419,1463529580,0.153
2420,1463529581,0.174
2421,1463529582,0.18
2422,1463529583,0.181
2423,1463529584,0.187
2424,1463529585,0.187
2425,1463529586,0.191
2426,1463529587,0.209
2427,1463529588,0.218
2428,1463529589,0.218
2429,1463529590,0.223
2430,1463529591,0.226
2431,1463529592,0.245
2432,1463529593,0.256
2433,1463529594,0.258
2434,1463529595,0.262
2435,1463529596,0.27
2436,1463529597,0.281
2437,1463529598,0.288
2438,1463529599,0.298
2439,1463529600,0.3
2440,1463702361,0.001
2441,1463702362,0.001
2442,1463702363,0.002
2443,1463702364,0.003
2444,1463702365,0.005
2445,1463702366,0.005
2446,1463702367,0.006
2447,1463702368,0.006
2448,1463702369,0.007
2449,1463702370,0.007
2450,1463702371,0.008
2451,1463702372,0.008
2452,1463702373,0.008
2453,1463702374,0.009
2454,1463702375,0.009
2455,1463702376,0.01
2456,1463702377,0.01
2457,1463702378,0.011
2458,1463702379,0.012
2459,1463702380,0.012
2460,1463702381,0.012
2461,1463702382,0.014
2462,1463702383,0.014
2463,1463702384,0.014
2464,1463702385,0.015
2465,1463702386,0.015
2466,1463702387,0.015
2467,1463702388,0.016
2468,1463702389,0.016
2469,1463702390,0.017
2470,1463702391,0.018
2471,1463702392,0.018
2472,1463702393,0.018
2473,1463702394,0.018
2474,1463702395,0.018
2475,1463702396,0.019
2476,1463702397,0.02
2477,1463702398,0.02
2478,1463702399,0.02
2479,1463702400,0.02
2480,1463788761,0.056
2481,1463788762,0.096
2482,1463788763,0.105
2483,1463788764,0.134
2484,1463788765,0.186
2485,1463788766,0.229
2486,1463788767,0.266
2487,1463788768,0.325
2488,1463788769,0.331
2489,1463788770,0.353
2490,1463788771,0.367
2491,1463788772,0.393
2492,1463788773,0.494
2493,1463788774,0.535
2494,1463788775,0.539
2495,1463788776,0.592
2496,1463788777,0.635
2497,1463788778,0.655
2498,1463788779,0.721
2499,1463788780,0.731
2500,1463788781,0.74
2501,1463788782,0.759
2502,1463788783,0.79
2503,1463788784,0.866
2504,1463788785,0.87
2505,1463788786,0.95
2506,1463788787,0.976
2507,1463788788,1.014
2508,1463788789,1.055
2509,1463788790,1.061
2510,1463788791,1.078
2511,1463788792,1.082
2512,1463788793,1.098
2513,1463788794,1.1
2514,1463788795,1.108
2515,1463788796,1.12
2516,1463788797,1.123
2517,1463788798,1.157
2518,1463788799,1.165
2519,1463788800,1.17
2520,1463875161,0.001
2521,1463875162,0.006
2522,1463875163,0.039
2523,1463875164,0.044
2524,1463875165,0.055
2525,1463875166,0.061
2526,1463875167,0.085
2527,1463875168,0.089
2528,1463875169,0.092
2529,1463875170,0.112
2530,1463875171,0.112
2531,1463875172,0.123
2532,1463875173,0.149
2533,1463875174,0.149
2534,1463875175,0.15
2535,1463875176,0.152
2536,1463875177,0.174
2537,1463875178,0.175
2538,1463875179,0.176
2539,1463875180,0.179
2540,1463875181,0.179
2541,1463875182,0.193
2542,1463875183,0.202
2543,1463875184,0.217
2544,1463875185,0.225
2545,1463875186,0.229
2546,1463875187,0.246
2547,1463875188,0.248
2548,1463875189,0.248
2549,1463875190,0.254
2550,1463875191,0.273
2551,1463875192,0.286
2552,1463875193,0.295
2553,1463875194,0.3
2554,1463875195,0.312
2555,1463875196,0.315
2556,1463875197,0.328
2557,1463875198,0.344
2558,1463875199,0.358
2559,1463875200,0.36
2560,1463961561,0.0
2561,1463961562,0.0
2562,1463961563,0.0
2563,1463961564,0.0
2564,1463961565,0.0
2565,1463961566,0.0
2566,1463961567,0.001
2567,1463961568,0.002
2568,1463961569,0.002
2569,1463961570,0.002
2570,1463961571,0.003
2571,1463961572,0.003
2572,1463961573,0.003
2573,1463961574,0.003
2574,1463961575,0.003
2575,1463961576,0.003
2576,1463961577,0.004
2577,1463961578,0.004
2578,1463961579,0.004
2579,1463961580,0.004
2580,1463961581,0.005
2581,1463961582,0.005
2582,1463961583,0.005
2583,1463961584,0.005
2584,1463961585,0.006
2585,1463961586,0.007
2586,1463961587,0.007
2587,1463961588,0.007
2588,1463961589,0.008
2589,1463961590,0.008
2590,1463961591,0.008
2591,1463961592,0.008
2592,1463961593,0.008
2593,1463961594,0.009
2594,1463961595,0.009
2595,1463961596,0.009
2596,1463961597,0.01
2597,1463961598,0.01
2598,1463961599,0.01
2599,1463961600,0.01
2600,1464479961,0.013
2601,1464479962,0.017
2602,1464479963,0.017
2603,1464479964,0.031
2604,1464479965,0.053
2605,1464479966,0.06
2606,1464479967,0.073
2607,1464479968,0.08
2608,1464479969,0.095
2609,1464479970,0.103
2610,1464479971,0.112
2611,1464479972,0.143
2612,1464479973,0.159
2613,1464479974,0.207
2614,1464479975,0.219
2615,1464479976,0.231
2616,1464479977,0.232
2617,1464479978,0.237
2618,1464479979,0.246
2619,1464479980,0.259
2620,1464479981,0.272
2621,1464479982,0.278
2622,1464479983,0.295
2623,1464479984,0.297
2624,1464479985,0.297
2625,1464479986,0.318
2626,1464479987,0.318
2627,1464479988,0.35
2628,1464479989,0.371
2629,1464479990,0.375
2630,1464479991,0.396
2631,1464479992,0.408
2632,1464479993,0.415
2633,1464479994,0.451
2634,1464479995,0.485
2635,1464479996,0.491
2636,1464479997,0.522
2637,1464479998,0.541
2638,1464479999,0.546
2639,1464480000,0.55
2640,1464825561,0.009
2641,1464825562,0.009
2642,1464825563,0.011
2643,1464825564,0.012
2644,1464825565,0.014
2645,1464825566,0.016
2646,1464825567,0.02
2647,1464825568,0.027
2648,1464825569,0.027
2649,1464825570,0.031
2650,1464825571,0.035
2651,1464825572,0.035
2652,1464825573,0.036
2653,1464825574,0.038
2654,1464825575,0.04
2655,1464825576,0.041
2656,1464825577,0.044
2657,1464825578,0.047
2658,1464825579,0.05
2659,1464825580,0.051
2660,1464825581,0.055
2661,1464825582,0.055
2662,1464825583,0.055
2663,1464825584,0.063
2664,1464825585,0.064
2665,1464825586,0.071
2666,1464825587,0.071
2667,1464825588,0.073
2668,1464825589,0.075
2669,1464825590,0.077
2670,1464825591,0.079
2671,1464825592,0.083
2672,1464825593,0.085
2673,1464825594,0.086
2674,1464825595,0.086
2675,1464825596,0.086
2676,1464825597,0.093
2677,1464825598,0.094
2678,1464825599,0.094
2679,1464825600,0.1
2680,1464911961,0.003
2681,1464911962,0.006
2682,1464911963,0.023
2683,1464911964,0.024
2684,1464911965,0.048
2685,1464911966,0.061
2686,1464911967,0.062
2687,1464911968,0.098
2688,1464911969,0.107
2689,1464911970,0.111
2690,1464911971,0.128
2691,1464911972,0.132
2692,1464911973,0.134
2693,1464911974,0.141
2694,1464911975,0.16
2695,1464911976,0.171
2696,1464911977,0.179
2697,1464911978,0.179
2698,1464911979,0.196
2699,1464911980,0.215
2700,1464911981,0.218
2701,1464911982,0.237
2702,1464911983,0.255
2703,1464911984,0.256
2704,1464911985,0.264
2705,1464911986,0.275
2706,1464911987,0.311
2707,1464911988,0.319
2708,1464911989,0.341
2709,1464911990,0.362
2710,1464911991,0.375
2711,1464911992,0.389
2712,1464911993,0.404
2713,1464911994,0.407
2714,1464911995,0.409
2715,1464911996,0.411
2716,1464911997,0.445
2717,1464911998,0.472
2718,1464911999,0.475
2719,1464912000,0.48
2720,1465084761,0.01
2721,1465084762,0.012
2722,1465084763,0.012
2723,1465084764,0.014
2724,1465084765,0.016
2725,1465084766,0.024
2726,1465084767,0.025
2727,1465084768,0.027
2728,1465084769,0.034
2729,1465084770,0.035
2730,1465084771,0.049
2731,1465084772,0.063
2732,1465084773,0.07
2733,1465084774,0.074
2734,1465084775,0.078
2735,1465084776,0.081
2736,1465084777,0.084
2737,1465084778,0.089
2738,1465084779,0.089
2739,1465084780,0.097
2740,1465084781,0.1
2741,1465084782,0.1
2742,1465084783,0.103
2743,1465084784,0.105
2744,1465084785,0.121
2745,1465084786,0.123
2746,1465084787,0.124
2747,1465084788,0.13
2748,1465084789,0.13
2749,1465084790,0.137
2750,1465084791,0.137
2751,1465084792,0.145
2752,1465084793,0.146
2753,1465084794,0.152
2754,1465084795,0.154
2755,1465084796,0.159
2756,1465084797,0.161
2757,1465084798,0.162
2758,1465084799,0.166
2759,1465084800,0.17
2760,1465171161,0.011
2761,1465171162,0.012
2762,1465171163,0.019
2763,1465171164,0.023
2764,1465171165,0.044
2765,1465171166,0.045
2766,1465171167,0.05
2767,1465171168,0.059
2768,1465171169,0.06
2769,1465171170,0.076
2770,1465171171,0.083
2771,1465171172,0.092
2772,1465171173,0.095
2773,1465171174,0.097
2774,1465171175,0.097
2775,1465171176,0.101
2776,1465171177,0.113
2777,1465171178,0.122
2778,1465171179,0.128
2779,1465171180,0.141
2780,1465171181,0.155
2781,1465171182,0.171
2782,1465171183,0.188
2783,1465171184,0.197
2784,1465171185,0.198
2785,1465171186,0.203
2786,1465171187,0.203
2787,1465171188,0.21
2788,1465171189,0.213
2789,1465171190,0.227
2790,1465171191,0.235
2791,1465171192,0.236
2792,1465171193,0.237
2793,1465171194,0.238
2794,1465171195,0.242
2795,1465171196,0.258
2796,1465171197,0.279
2797,1465171198,0.301
2798,1465171199,0.31
2799,1465171200,0.34
2800,1465948761,0.01
2801,1465948762,0.01
2802,1465948763,0.018
2803,1465948764,0.023
2804,1465948765,0.026
2805,1465948766,0.027
2806,1465948767,0.03
2807,1465948768,0.033
2808,1465948769,0.034
2809,1465948770,0.035
2810,1465948771,0.036
2811,1465948772,0.04
2812,1465948773,0.042
2813,1465948774,0.045
2814,1465948775,0.05
2815,1465948776,0.05
2816,1465948777,0.054
2817,1465948778,0.059
2818,1465948779,0.069
2819,1465948780,0.078
2820,1465948781,0.087
2821,1465948782,0.091
2822,1465948783,0.094
2823,1465948784,0.094
2824,1465948785,0.095
2825,1465948786,0.104
2826,1465948787,0.115
2827,1465948788,0.12
2828,1465948789,0.144
2829,1465948790,0.144
2830,1465948791,0.151
2831,1465948792,0.153
2832,1465948793,0.153
2833,1465948794,0.18
2834,1465948795,0.183
2835,1465948796,0.184
2836,1465948797,0.187
2837,1465948798,0.196
2838,1465948799,0.205
2839,1465948800,0.21
2840,1466035161,0.006
2841,1466035162,0.201
2842,1466035163,0.316
2843,1466035164,0.354
2844,1466035165,0.399
2845,1466035166,0.414
2846,1466035167,0.48
2847,1466035168,0.491
2848,1466035169,0.506
2849,1466035170,0.569
2850,1466035171,0.576
2851,1466035172,0.65
2852,1466035173,0.669
2853,1466035174,0.716
2854,1466035175,0.733
2855,1466035176,0.734
2856,1466035177,0.821
2857,1466035178,0.897
2858,1466035179,0.983
2859,1466035180,1.071
2860,1466035181,1.078
2861,1466035182,1.226
2862,1466035183,1.251
2863,1466035184,1.263
2864,1466035185,1.265
2865,1466035186,1.283
2866,1466035187,1.358
2867,1466035188,1.382
2868,1466035189,1.423
2869,1466035190,1.454
2870,1466035191,1.529
2871,1466035192,1.573
2872,1466035193,1.64
2873,1466035194,1.649
2874,1466035195,1.663
2875,1466035196,1.681
2876,1466035197,1.694
2877,1466035198,1.707
2878,1466035199,1.709
2879,1466035200,1.73
2880,1466121561,0.001
2881,1466121562,0.001
2882,1466121563,0.002
2883,1466121564,0.002
2884,1466121565,0.004
2885,1466121566,0.004
2886,1466121567,0.004
2887,1466121568,0.004
2888,1466121569,0.005
2889,1466121570,0.006
2890,1466121571,0.006
2891,1466121572,0.008
2892,1466121573,0.009
2893,1466121574,0.012
2894,1466121575,0.013
2895,1466121576,0.013
2896,1466121577,0.014
2897,1466121578,0.014
2898,1466121579,0.015
2899,1466121580,0.016
2900,1466121581,0.019
2901,1466121582,0.02
2902,1466121583,0.024
2903,1466121584,0.024
2904,1466121585,0.024
2905,1466121586,0.025
2906,1466121587,0.026
2907,1466121588,0.026
2908,1466121589,0.029
2909,1466121590,0.03
2910,1466121591,0.03
2911,1466121592,0.03
2912,1466121593,0.033
2913,1466121594,0.034
2914,1466121595,0.035
2915,1466121596,0.037
2916,1466121597,0.037
2917,1466121598,0.038
2918,1466121599,0.039
2919,1466121600,0.04
2920,1466639961,0.009
2921,1466639962,0.015
2922,1466639963,0.033
2923,1466639964,0.038
2924,1466639965,0.044
2925,1466639966,0.056
2926,1466639967,0.057
2927,1466639968,0.07
2928,1466639969,0.083
2929,1466639970,0.094
2930,1466639971,0.125
2931,1466639972,0.125
2932,1466639973,0.13
2933,1466639974,0.142
2934,1466639975,0.166
2935,1466639976,0.183
2936,1466639977,0.184
2937,1466639978,0.187
2938,1466639979,0.204
2939,1466639980,0.213
2940,1466639981,0.22
2941,1466639982,0.255
2942,1466639983,0.291
2943,1466639984,0.298
2944,1466639985,0.307
2945,1466639986,0.314
2946,1466639987,0.33
2947,1466639988,0.336
2948,1466639989,0.351
2949,1466639990,0.381
2950,1466639991,0.423
2951,1466639992,0.438
2952,1466639993,0.453
2953,1466639994,0.461
2954,1466639995,0.475
2955,1466639996,0.496
2956,1466639997,0.522
2957,1466639998,0.529
2958,1466639999,0.569
2959,1466640000,0.57
2960,1467331161,0.013
2961,1467331162,0.017
2962,1467331163,0.031
2963,1467331164,0.037
2964,1467331165,0.04
2965,1467331166,0.049
2966,1467331167,0.055
2967,1467331168,0.057
2968,1467331169,0.067
2969,1467331170,0.072
2970,1467331171,0.073
2971,1467331172,0.074
2972,1467331173,0.075
2973,1467331174,0.082
2974,1467331175,0.104
2975,1467331176,0.114
2976,1467331177,0.119
2977,1467331178,0.12
2978,1467331179,0.121
2979,1467331180,0.122
2980,1467331181,0.135
2981,1467331182,0.137
2982,1467331183,0.138
2983,1467331184,0.15
2984,1467331185,0.152
2985,1467331186,0.152
2986,1467331187,0.161
2987,1467331188,0.162
2988,1467331189,0.168
2989,1467331190,0.171
2990,1467331191,0.172
2991,1467331192,0.175
2992,1467331193,0.178
2993,1467331194,0.181
2994,1467331195,0.183
2995,1467331196,0.185
2996,1467331197,0.193
2997,1467331198,0.224
2998,1467331199,0.229
2999,1467331200,0.23
3000,1467590361,0.002
3001,1467590362,0.007
3002,1467590363,0.007
3003,1467590364,0.007
3004,1467590365,0.011
3005,1467590366,0.015
3006,1467590367,0.02
3007,1467590368,0.02
3008,1467590369,0.021
3009,1467590370,0.022
3010,1467590371,0.027
3011,1467590372,0.027
3012,1467590373,0.029
3013,1467590374,0.037
3014,1467590375,0.044
3015,1467590376,0.046
3016,1467590377,0.049
3017,1467590378,0.053
3018,1467590379,0.055
3019,1467590380,0.057
3020,1467590381,0.065
3021,1467590382,0.067
3022,1467590383,0.071
3023,1467590384,0.072
3024,1467590385,0.075
3025,1467590386,0.081
3026,1467590387,0.082
3027,1467590388,0.087
3028,1467590389,0.088
3029,1467590390,0.09
3030,1467590391,0.1
3031,1467590392,0.105
3032,1467590393,0.106
3033,1467590394,0.111
3034,1467590395,0.114
3035,1467590396,0.116
3036,1467590397,0.124
3037,1467590398,0.129
3038,1467590399,0.129
3039,1467590400,0.13
3040,1467676761,0.0
3041,1467676762,0.003
3042,1467676763,0.005
3043,1467676764,0.006
3044,1467676765,0.008
3045,1467676766,0.008
3046,1467676767,0.014
3047,1467676768,0.016
3048,1467676769,0.022
3049,1467676770,0.024
3050,1467676771,0.03
3051,1467676772,0.03
3052,1467676773,0.033
3053,1467676774,0.034
3054,1467676775,0.034
3055,1467676776,0.034
3056,1467676777,0.041
3057,1467676778,0.043
3058,1467676779,0.043
3059,1467676780,0.046
3060,1467676781,0.049
3061,1467676782,0.053
3062,1467676783,0.054
3063,1467676784,0.061
3064,1467676785,0.066
3065,1467676786,0.067
3066,1467676787,0.07
3067,1467676788,0.073
3068,1467676789,0.08
3069,1467676790,0.081
3070,1467676791,0.081
3071,1467676792,0.082
3072,1467676793,0.084
3073,1467676794,0.084
3074,1467676795,0.086
3075,1467676796,0.091
3076,1467676797,0.093
3077,1467676798,0.094
3078,1467676799,0.11
3079,1467676800,0.11
3080,1467763161,0.002
3081,1467763162,0.002
3082,1467763163,0.015
3083,1467763164,0.02
3084,1467763165,0.029
3085,1467763166,0.029
3086,1467763167,0.048
3087,1467763168,0.063
3088,1467763169,0.065
3089,1467763170,0.066
3090,1467763171,0.081
3091,1467763172,0.085
3092,1467763173,0.088
3093,1467763174,0.093
3094,1467763175,0.128
3095,1467763176,0.132
3096,1467763177,0.154
3097,1467763178,0.156
3098,1467763179,0.164
3099,1467763180,0.169
3100,1467763181,0.178
3101,1467763182,0.18
3102,1467763183,0.189
3103,1467763184,0.208
3104,1467763185,0.223
3105,1467763186,0.234
3106,1467763187,0.237
3107,1467763188,0.238
3108,1467763189,0.267
3109,1467763190,0.278
3110,1467763191,0.28
3111,1467763192,0.28
3112,1467763193,0.282
3113,1467763194,0.285
3114,1467763195,0.288
3115,1467763196,0.293
3116,1467763197,0.296
3117,1467763198,0.306
3118,1467763199,0.309
3119,1467763200,0.31
3120,1467849561,0.002
3121,1467849562,0.003
3122,1467849563,0.003
3123,1467849564,0.004
3124,1467849565,0.016
3125,1467849566,0.019
3126,1467849567,0.027
3127,1467849568,0.028
3128,1467849569,0.031
3129,1467849570,0.033
3130,1467849571,0.034
3131,1467849572,0.041
3132,1467849573,0.042
3133,1467849574,0.045
3134,1467849575,0.048
3135,1467849576,0.059
3136,1467849577,0.06
3137,1467849578,0.061
3138,1467849579,0.062
3139,1467849580,0.063
3140,1467849581,0.065
3141,1467849582,0.066
3142,1467849583,0.07
3143,1467849584,0.071
3144,1467849585,0.071
3145,1467849586,0.073
3146,1467849587,0.074
3147,1467849588,0.077
3148,1467849589,0.077
3149,1467849590,0.081
3150,1467849591,0.082
3151,1467849592,0.084
3152,1467849593,0.086
3153,1467849594,0.089
3154,1467849595,0.091
3155,1467849596,0.096
3156,1467849597,0.097
3157,1467849598,0.097
3158,1467849599,0.099
3159,1467849600,0.1
3160,1468454361,0.004
3161,1468454362,0.01
3162,1468454363,0.012
3163,1468454364,0.017
3164,1468454365,0.022
3165,1468454366,0.028
3166,1468454367,0.038
3167,1468454368,0.041
3168,1468454369,0.042
3169,1468454370,0.057
3170,1468454371,0.067
3171,1468454372,0.067
3172,1468454373,0.068
3173,1468454374,0.07
3174,1468454375,0.08
3175,1468454376,0.085
3176,1468454377,0.096
3177,1468454378,0.098
3178,1468454379,0.107
3179,1468454380,0.112
3180,1468454381,0.113
3181,1468454382,0.117
3182,1468454383,0.123
3183,1468454384,0.129
3184,1468454385,0.132
3185,1468454386,0.138
3186,1468454387,0.139
3187,1468454388,0.144
3188,1468454389,0.148
3189,1468454390,0.158
3190,1468454391,0.161
3191,1468454392,0.17
3192,1468454393,0.175
3193,1468454394,0.177
3194,1468454395,0.177
3195,1468454396,0.181
3196,1468454397,0.185
3197,1468454398,0.192
3198,1468454399,0.195
3199,1468454400,0.21
3200,1468799961,0.0
3201,1468799962,0.001
3202,1468799963,0.001
3203,1468799964,0.001
3204,1468799965,0.001
3205,1468799966,0.002
3206,1468799967,0.002
3207,1468799968,0.002
3208,1468799969,0.002
3209,1468799970,0.002
3210,1468799971,0.002
3211,1468799972,0.002
3212,1468799973,0.002
3213,1468799974,0.003
3214,1468799975,0.003
3215,1468799976,0.003
3216,1468799977,0.004
3217,1468799978,0.004
3218,1468799979,0.005
3219,1468799980,0.005
3220,1468799981,0.005
3221,1468799982,0.005
3222,1468799983,0.005
3223,1468799984,0.005
3224,1468799985,0.005
3225,1468799986,0.005
3226,1468799987,0.005
3227,1468799988,0.005
3228,1468799989,0.006
3229,1468799990,0.006
3230,1468799991,0.007
3231,1468799992,0.007
3232,1468799993,0.008
3233,1468799994,0.008
3234,1468799995,0.009
3235,1468799996,0.009
3236,1468799997,0.01
3237,1468799998,0.01
3238,1468799999,0.01
3239,1468800000,0.01
3240,1469145561,0.063
3241,1469145562,0.066
3242,1469145563,0.07
3243,1469145564,0.116
3244,1469145565,0.122
3245,1469145566,0.139
3246,1469145567,0.159
3247,1469145568,0.16
3248,1469145569,0.168
3249,1469145570,0.194
3250,1469145571,0.196
3251,1469145572,0.209
3252,1469145573,0.221
3253,1469145574,0.247
3254,1469145575,0.247
3255,1469145576,0.253
3256,1469145577,0.255
3257,1469145578,0.264
3258,1469145579,0.265
3259,1469145580,0.279
3260,1469145581,0.292
3261,1469145582,0.305
3262,1469145583,0.316
3263,1469145584,0.333
3264,1469145585,0.343
3265,1469145586,0.369
3266,1469145587,0.39
3267,1469145588,0.408
3268,1469145589,0.412
3269,1469145590,0.453
3270,1469145591,0.468
3271,1469145592,0.498
3272,1469145593,0.513
3273,1469145594,0.545
3274,1469145595,0.548
3275,1469145596,0.622
3276,1469145597,0.697
3277,1469145598,0.723
3278,1469145599,0.749
3279,1469145600,0.83
3280,1469231961,0.007
3281,1469231962,0.009
3282,1469231963,0.042
3283,1469231964,0.043
3284,1469231965,0.064
3285,1469231966,0.099
3286,1469231967,0.109
3287,1469231968,0.113
3288,1469231969,0.127
3289,1469231970,0.132
3290,1469231971,0.164
3291,1469231972,0.184
3292,1469231973,0.222
3293,1469231974,0.223
3294,1469231975,0.226
3295,1469231976,0.245
3296,1469231977,0.245
3297,1469231978,0.246
3298,1469231979,0.266
3299,1469231980,0.271
3300,1469231981,0.287
3301,1469231982,0.301
3302,1469231983,0.305
3303,1469231984,0.309
3304,1469231985,0.313
3305,1469231986,0.317
3306,1469231987,0.319
3307,1469231988,0.325
3308,1469231989,0.342
3309,1469231990,0.358
3310,1469231991,0.36
3311,1469231992,0.361
3312,1469231993,0.364
3313,1469231994,0.385
3314,1469231995,0.388
3315,1469231996,0.389
3316,1469231997,0.389
3317,1469231998,0.389
3318,1469231999,0.403
3319,1469232000,0.41
3320,1469318361,0.0
3321,1469318362,0.015
3322,1469318363,0.016
3323,1469318364,0.017
3324,1469318365,0.022
3325,1469318366,0.024
3326,1469318367,0.029
3327,1469318368,0.098
3328,1469318369,0.099
3329,1469318370,0.102
3330,1469318371,0.142
3331,1469318372,0.142
3332,1469318373,0.166
3333,1469318374,0.189
3334,1469318375,0.191
3335,1469318376,0.212
3336,1469318377,0.221
3337,1469318378,0.227
3338,1469318379,0.239
3339,1469318380,0.247
3340,1469318381,0.25
3341,1469318382,0.276
3342,1469318383,0.277
3343,1469318384,0.279
3344,1469318385,0.3
3345,1469318386,0.31
3346,1469318387,0.314
3347,1469318388,0.324
3348,1469318389,0.331
3349,1469318390,0.333
3350,1469318391,0.354
3351,1469318392,0.363
3352,1469318393,0.369
3353,1469318394,0.369
3354,1469318395,0.377
3355,1469318396,0.379
3356,1469318397,0.384
3357,1469318398,0.384
3358,1469318399,0.39
3359,1469318400,0.4
3360,1469663961,0.006
3361,1469663962,0.025
3362,1469663963,0.028
3363,1469663964,0.049
3364,1469663965,0.07
3365,1469663966,0.113
3366,1469663967,0.124
3367,1469663968,0.125
3368,1469663969,0.136
3369,1469663970,0.147
3370,1469663971,0.17
3371,1469663972,0.183
3372,1469663973,0.185
3373,1469663974,0.189
3374,1469663975,0.201
3375,1469663976,0.21
3376,1469663977,0.252
3377,1469663978,0.254
3378,1469663979,0.276
3379,1469663980,0.288
3380,1469663981,0.302
3381,1469663982,0.31
3382,1469663983,0.315
3383,1469663984,0.316
3384,1469663985,0.334
3385,1469663986,0.337
3386,1469663987,0.342
3387,1469663988,0.343
3388,1469663989,0.346
3389,1469663990,0.352
3390,1469663991,0.362
3391,1469663992,0.393
3392,1469663993,0.426
3393,1469663994,0.443
3394,1469663995,0.463
3395,1469663996,0.473
3396,1469663997,0.5
3397,1469663998,0.502
3398,1469663999,0.507
3399,1469664000,0.51
3400,1469750361,0.0
3401,1469750362,0.001
3402,1469750363,0.001
3403,1469750364,0.001
3404,1469750365,0.001
3405,1469750366,0.001
3406,1469750367,0.001
3407,1469750368,0.001
3408,1469750369,0.002
3409,1469750370,0.002
3410,1469750371,0.003
3411,1469750372,0.003
3412,1469750373,0.003
3413,1469750374,0.003
3414,1469750375,0.004
3415,1469750376,0.004
3416,1469750377,0.004
3417,1469750378,0.004
3418,1469750379,0.004
3419,1469750380,0.004
3420,1469750381,0.004
3421,1469750382,0.005
3422,1469750383,0.005
3423,1469750384,0.005
3424,1469750385,0.006
3425,1469750386,0.006
3426,1469750387,0.006
3427,1469750388,0.007
3428,1469750389,0.007
3429,1469750390,0.007
3430,1469750391,0.007
3431,1469750392,0.008
3432,1469750393,0.008
3433,1469750394,0.008
3434,1469750395,0.008
3435,1469750396,0.009
3436,1469750397,0.009
3437,1469750398,0.01
3438,1469750399,0.01
3439,1469750400,0.01
3440,1469836761,0.002
3441,1469836762,0.025
3442,1469836763,0.093
3443,1469836764,0.141
3444,1469836765,0.173
3445,1469836766,0.193
3446,1469836767,0.247
3447,1469836768,0.262
3448,1469836769,0.306
3449,1469836770,0.307
3450,1469836771,0.315
3451,1469836772,0.322
3452,1469836773,0.352
3453,1469836774,0.37
3454,1469836775,0.375
3455,1469836776,0.385
3456,1469836777,0.459
3457,1469836778,0.47
3458,1469836779,0.477
3459,1469836780,0.481
3460,1469836781,0.499
3461,1469836782,0.505
3462,1469836783,0.613
3463,1469836784,0.619
3464,1469836785,0.644
3465,1469836786,0.733
3466,1469836787,0.743
3467,1469836788,0.767
3468,1469836789,0.774
3469,1469836790,0.833
3470,1469836791,0.858
3471,1469836792,0.867
3472,1469836793,0.88
3473,1469836794,0.93
3474,1469836795,0.946
3475,1469836796,0.95
3476,1469836797,1.016
3477,1469836798,1.023
3478,1469836799,1.07
3479,1469836800,1.07
3480,1470009561,0.018
3481,1470009562,0.034
3482,1470009563,0.041
3483,1470009564,0.051
3484,1470009565,0.059
3485,1470009566,0.075
3486,1470009567,0.107
3487,1470009568,0.116
3488,1470009569,0.137
3489,1470009570,0.14
3490,1470009571,0.145
3491,1470009572,0.147
3492,1470009573,0.152
3493,1470009574,0.175
3494,1470009575,0.193
3495,1470009576,0.213
3496,1470009577,0.224
3497,1470009578,0.224
3498,1470009579,0.227
3499,1470009580,0.242
3500,1470009581,0.249
3501,1470009582,0.285
3502,1470009583,0.287
3503,1470009584,0.306
3504,1470009585,0.307
3505,1470009586,0.308
3506,1470009587,0.315
3507,1470009588,0.32
3508,1470009589,0.341
3509,1470009590,0.352
3510,1470009591,0.383
3511,1470009592,0.383
3512,1470009593,0.396
3513,1470009594,0.415
3514,1470009595,0.45
3515,1470009596,0.457
3516,1470009597,0.485
3517,1470009598,0.505
3518,1470009599,0.516
3519,1470009600,0.52
3520,1470441561,0.001
3521,1470441562,0.001
3522,1470441563,0.035
3523,1470441564,0.041
3524,1470441565,0.06
3525,1470441566,0.06
3526,1470441567,0.07
3527,1470441568,0.077
3528,1470441569,0.079
3529,1470441570,0.085
3530,1470441571,0.091
3531,1470441572,0.106
3532,1470441573,0.106
3533,1470441574,0.108
3534,1470441575,0.115
3535,1470441576,0.118
3536,1470441577,0.128
3537,1470441578,0.131
3538,1470441579,0.142
3539,1470441580,0.142
3540,1470441581,0.147
3541,1470441582,0.149
3542,1470441583,0.165
3543,1470441584,0.183
3544,1470441585,0.201
3545,1470441586,0.202
3546,1470441587,0.204
3547,1470441588,0.206
3548,1470441589,0.213
3549,1470441590,0.224
3550,1470441591,0.224
3551,1470441592,0.228
3552,1470441593,0.23
3553,1470441594,0.23
3554,1470441595,0.24
3555,1470441596,0.241
3556,1470441597,0.242
3557,1470441598,0.261
3558,1470441599,0.279
3559,1470441600,0.28
3560,1470700761,0.0
3561,1470700762,0.001
3562,1470700763,0.002
3563,1470700764,0.003
3564,1470700765,0.004
3565,1470700766,0.005
3566,1470700767,0.006
3567,1470700768,0.006
3568,1470700769,0.007
3569,1470700770,0.007
3570,1470700771,0.008
3571,1470700772,0.01
3572,1470700773,0.013
3573,1470700774,0.014
3574,1470700775,0.014
3575,1470700776,0.015
3576,1470700777,0.016
3577,1470700778,0.017
